ID,UPDATE_ON,NAME,LOGO_URL,PERMALINK,TAG_PAGE,COUNTRY,LAST_FUNDING_ON,TOTAL_EQUITY_FUNDING,FOUNDED_ON,CATEGORY,RUMORED,POST_MONEY_VAL,VALUATION_CHANGE,DATE_OF_VALUATION
46262d7a-0fe3-11e8-b642-0ed5f89f718b,2018-08-09,ANT Financial,XXX,XXX,XXX,CHN,2018-08-09,18500000000,2014,Financial Services,1,150000000000,150,null
