ID,UUID,SHORT_NAME,VALUATION,FUNDING_DATE,UNICORN_ID
f57c7735-3064-87f0-5989-bbf868592d5c,f57c7735-3064-87f0-5989-bbf868592d5c,Series A,Undisclosed,2015/7/3,46262d7a-0fe3-11e8-b642-0ed5f89f718b
